Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/28/2022,059,0.11, ,0.00, ,404, ,5.7, ,64.3, ,25.4, ,41.6, ,99, ,25, ,64, ,30.4, ,2.8, ,66.8, ,39.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/1/2022,060,0.11, ,0.00, ,368, ,6.3, ,64.0, ,28.7, ,43.9, ,99, ,32, ,65, ,32.9, ,3.9, ,94.3, ,40.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/2/2022,061,0.14, ,0.00, ,401, ,5.9, ,64.5, ,29.0, ,44.3, ,99, ,25, ,60, ,31.2, ,5.6, ,135.2, ,41.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/3/2022,062,0.07, ,0.00, ,245, ,5.8, ,57.7, ,25.8, ,40.0, ,94, ,34, ,69, ,30.9, ,5.0, ,121.0, ,40.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/4/2022,063,0.08, ,0.01, ,284, ,5.8, ,50.8, ,25.2, ,35.0, ,99, ,52, ,84, ,30.8, ,7.8, ,187.1, ,40.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/5/2022,064,0.03, ,0.04, ,175, ,4.5, ,33.8,Y,24.2, ,28.6, ,97, ,73, ,85, ,24.6, ,3.9, ,94.0, ,37.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/6/2022,065,0.09, ,0.00, ,442, ,3.9, ,41.3, ,17.6, ,29.6, ,95, ,41, ,70, ,21.1, ,4.0, ,94.9, ,37.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/7/2022,066,0.11, ,0.00, ,444, ,3.6, ,45.8, ,23.2, ,33.2, ,89, ,33, ,56, ,19.2, ,7.5, ,179.7, ,37.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/8/2022,067,0.10, ,0.00, ,394, ,4.4, ,52.7, ,20.3, ,35.6, ,93, ,35, ,63, ,24.1, ,3.7, ,88.0, ,38.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/9/2022,068,0.10, ,0.00, ,357, ,4.9, ,52.8, ,25.1, ,37.7, ,94, ,31, ,64, ,26.8, ,5.8, ,138.3, ,39.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/10/2022,069,0.11, ,0.00, ,465, ,2.7, ,42.3, ,20.3, ,30.7, ,74, ,21, ,47, ,13.0, ,10.3, ,246.3, ,38.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/11/2022,070,0.11, ,0.00, ,463, ,3.3, ,58.9, ,16.1, ,36.2, ,87, ,13, ,45, ,17.2, ,3.3, ,80.3, ,38.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/12/2022,071,0.18, ,0.00, ,463, ,3.8, ,57.9, ,21.8, ,40.2, ,93, ,19, ,45, ,20.6, ,10.3,Y,247.3,Y,39.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/13/2022,072,0.12, ,0.00, ,370, ,5.3, ,48.2, ,27.6, ,39.7, ,92, ,49, ,63, ,28.3, ,11.0,Y,263.9,Y,39.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/14/2022,073,0.13, ,0.00, ,395, ,4.9, ,62.2, ,22.6, ,41.6, ,98, ,26, ,55, ,26.7, ,5.2, ,123.8, ,40.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/15/2022,074,0.10, ,0.17, ,327, ,7.2, ,54.2, ,31.5, ,44.5, ,97, ,41, ,72, ,36.1, ,7.0, ,167.7, ,42.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/16/2022,075,0.12, ,0.00, ,472, ,5.2, ,56.9, ,25.3, ,39.4, ,100, ,21, ,63, ,28.0, ,3.6, ,85.3, ,43.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/17/2022,076,0.08, ,0.00, ,252, ,5.2, ,54.5, ,24.0, ,38.5, ,95, ,37, ,66, ,28.0, ,4.6, ,111.2, ,42.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/18/2022,077,0.13, ,0.00, ,450, ,5.4, ,62.3, ,22.7, ,42.4, ,98, ,25, ,58, ,28.9, ,4.1, ,98.3, ,42.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/19/2022,078,0.04, ,0.01, ,153, ,6.2, ,46.9, ,32.4, ,40.0, ,96, ,58, ,74, ,32.5, ,7.1, ,170.0, ,42.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/20/2022,079,0.12, ,0.00, ,494, ,3.9, ,52.9, ,22.5, ,37.8, ,91, ,20, ,50, ,20.9, ,4.6, ,109.7, ,42.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/21/2022,080,0.14, ,0.00, ,462, ,6.0, ,61.4, ,23.1, ,43.6, ,93, ,36, ,62, ,31.4, ,5.4, ,130.4, ,43.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/22/2022,081,0.18, ,0.00, ,57, ,7.6, ,63.9, ,35.8, ,50.0, ,87, ,37, ,62, ,37.5, ,7.1, ,171.4, ,49.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/23/2022,082,0.17, ,0.00, ,509, ,7.5, ,69.7, ,27.8, ,48.9, ,99, ,32, ,63, ,37.0, ,4.5, ,108.7, ,47.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/24/2022,083,0.16, ,0.00, ,484, ,7.2, ,71.4, ,27.3, ,48.7, ,100, ,27, ,62, ,36.2, ,3.9, ,92.7, ,48.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/25/2022,084,0.18, ,0.00, ,520, ,6.9, ,70.8, ,28.0, ,50.5, ,99, ,25, ,55, ,35.0, ,5.1, ,123.1, ,48.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/26/2022,085,0.15, ,0.00, ,394, ,7.1, ,67.6, ,31.8, ,51.4, ,95, ,27, ,55, ,35.8, ,5.4, ,130.7, ,48.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/27/2022,086,0.17, ,0.00, ,448, ,6.8, ,67.2, ,36.2, ,50.2, ,95, ,26, ,55, ,34.7, ,6.7, ,160.5, ,49.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/28/2022,087,0.06, ,0.27, ,207, ,6.3, ,51.5, ,32.3, ,41.3, ,99, ,51, ,72, ,32.9, ,5.3, ,127.0, ,47.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/29/2022,088,0.12, ,0.00, ,455, ,7.5, ,59.8, ,32.3, ,45.1, ,99, ,42, ,74, ,37.1, ,3.8, ,90.4, ,47.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/30/2022,089,0.11, ,0.00, ,364, ,7.0, ,57.2, ,28.3, ,43.1, ,100, ,43, ,74, ,35.4, ,5.2, ,124.7, ,47.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/31/2022,090,0.16, ,0.00, ,509, ,5.1, ,59.4, ,26.2, ,43.2, ,97, ,27, ,53, ,27.4, ,6.1, ,147.4, ,47.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/1/2022,091,0.17, ,0.00, ,548, ,5.4, ,64.9, ,22.2, ,44.8, ,92, ,25, ,54, ,29.0, ,4.9, ,116.6, ,47.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/2/2022,092,0.16, ,0.00, ,539, ,5.2, ,63.2, ,25.4, ,44.6, ,98, ,21, ,52, ,27.9, ,3.9, ,92.9, ,48.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/3/2022,093,0.17, ,0.00, ,509, ,4.1, ,63.6, ,21.3, ,43.5, ,95, ,17, ,43, ,22.3, ,5.4, ,129.0, ,47.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/4/2022,094,0.16, ,0.00, ,386, ,6.6, ,60.2, ,30.8, ,48.1, ,78, ,44, ,58, ,34.0, ,10.8, ,258.8, ,47.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/5/2022,095,0.18, ,0.00, ,560, ,5.3, ,59.7, ,29.4, ,46.7, ,84, ,24, ,49, ,28.6, ,6.7, ,161.7, ,48.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/6/2022,096,0.22, ,0.00, ,564, ,4.1, ,65.5, ,20.2, ,45.2, ,88, ,20, ,40, ,22.4, ,8.4, ,202.4, ,48.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/7/2022,097,0.18, ,0.00, ,551, ,5.7, ,76.4, ,25.3, ,51.2, ,88, ,19, ,45, ,30.5, ,3.3, ,79.4, ,49.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/8/2022,098,0.20, ,0.00, ,503, ,6.0, ,71.7, ,27.3, ,49.7, ,94, ,20, ,49, ,31.6, ,6.1, ,147.2, ,50.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/9/2022,099,0.19, ,0.00, ,578, ,3.8, ,57.6, ,29.4, ,45.1, ,76, ,22, ,37, ,20.3, ,8.2, ,195.8, ,50.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/10/2022,100,0.18, ,0.00, ,549, ,3.3, ,56.9, ,23.1, ,40.5, ,68, ,20, ,38, ,17.2, ,7.4, ,177.9, ,48.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/11/2022,101,0.10, ,0.07, ,368, ,4.7, ,42.1, ,23.7, ,33.7, ,99, ,44, ,71, ,25.5, ,13.5,R,323.6,R,45.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/12/2022,102,0.12, ,0.00, ,508, ,3.3, ,40.6,Y,14.2,Y,28.4,Y,91, ,41, ,62,Y,17.2,Y,6.3, ,151.9, ,42.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/13/2022,103,0.13, ,0.00, ,410, ,3.8, ,48.9, ,22.8, ,34.8, ,80, ,35, ,56, ,20.8, ,9.1, ,219.3, ,41.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/14/2022,104,0.08, ,0.00, ,309, ,6.3, ,46.1, ,30.4, ,38.9, ,91, ,66, ,78, ,32.7, ,9.8, ,234.9, ,42.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/15/2022,105,0.17, ,0.00, ,554, ,6.6, ,52.6, ,35.0, ,44.0, ,87, ,49, ,67, ,33.9, ,10.8,Y,260.0,Y,44.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/16/2022,106,0.14, ,0.33, ,431, ,7.1, ,51.0, ,34.8, ,43.1, ,97, ,60, ,74, ,35.6, ,11.4,Y,273.0,Y,45.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/17/2022,107,0.20, ,0.00, ,616, ,4.9, ,59.7, ,24.3, ,42.9, ,94, ,26, ,52, ,26.8, ,6.2, ,148.2, ,45.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/18/2022,108,0.27, ,0.00, ,612, ,4.6, ,59.6, ,18.9,Y,42.9, ,90, ,27, ,49, ,25.0, ,16.8,R,403.0,R,45.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/19/2022,109,0.15, ,0.13, ,501, ,6.0, ,48.0, ,28.7, ,41.2, ,91, ,48, ,68, ,31.6, ,11.9,Y,286.8,Y,45.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/20/2022,110,0.20, ,0.13, ,603, ,5.6, ,54.9, ,23.2, ,42.3, ,93, ,40, ,61, ,30.0, ,11.6,Y,279.6,Y,45.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/21/2022,111,0.08, ,0.75, ,366, ,6.5, ,41.8,Y,32.3, ,35.3, ,99, ,78, ,93, ,33.5, ,6.2, ,148.6, ,44.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/22/2022,112,0.11, ,0.00, ,475, ,5.7, ,49.6, ,29.0, ,37.4, ,99, ,47, ,76, ,30.4, ,5.1, ,122.5, ,43.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/23/2022,113,0.16, ,0.00, ,616, ,5.4, ,56.0, ,23.5, ,40.0, ,99, ,32, ,64, ,29.0, ,3.4, ,82.0, ,45.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/24/2022,114,0.18, ,0.00, ,623, ,5.5, ,63.2, ,23.5, ,44.7, ,97, ,20, ,55, ,29.6, ,3.8, ,90.3, ,47.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/25/2022,115,0.20, ,0.00, ,591, ,6.2, ,63.8, ,28.8, ,47.1, ,98, ,31, ,56, ,32.4, ,6.0, ,143.3, ,48.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/26/2022,116,0.21, ,0.00, ,92, ,6.4, ,60.4, ,33.2, ,46.0, ,81, ,31, ,60, ,33.0, ,5.1, ,122.6, ,51.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/27/2022,117,0.21, ,0.00, ,635, ,5.4, ,61.0, ,24.3, ,45.1, ,95, ,27, ,53, ,29.1, ,5.9, ,141.6, ,49.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/28/2022,118,0.20, ,0.00, ,591, ,4.7, ,53.9, ,29.0, ,43.2, ,81, ,34, ,49, ,25.4, ,9.0, ,216.2, ,48.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/29/2022,119,0.18, ,0.00, ,628, ,5.7, ,65.1, ,21.2,Y,44.7, ,94, ,27, ,56, ,30.1, ,3.0, ,72.8, ,48.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,4/30/2022,120,0.21, ,0.00, ,630, ,7.0, ,62.4, ,29.4, ,47.8, ,97, ,38, ,62, ,35.4, ,6.8, ,163.9, ,49.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/1/2022,121,0.19, ,0.00, ,656, ,5.6, ,58.2, ,28.7, ,45.7, ,86, ,26, ,53, ,29.7, ,6.6, ,157.8, ,50.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/2/2022,122,0.18, ,0.00, ,516, ,5.1, ,55.3, ,22.8, ,42.2, ,92, ,35, ,56, ,27.8, ,9.1, ,217.5, ,49.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/3/2022,123,0.20, ,0.00, ,665, ,5.1, ,61.6, ,25.8, ,44.7, ,80, ,29, ,51, ,27.6, ,7.2, ,173.1, ,49.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/4/2022,124,0.22, ,0.00, ,666, ,6.7, ,74.9, ,25.6, ,51.8, ,96, ,24, ,51, ,34.2, ,4.4, ,104.4, ,50.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/5/2022,125,0.23, ,0.00, ,487, ,7.0, ,64.7, ,36.0, ,52.6, ,84, ,32, ,52, ,35.5, ,12.5,R,299.0,R,51.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/6/2022,126,0.23, ,0.00, ,563, ,8.6, ,64.3, ,42.6, ,53.6, ,82, ,50, ,61, ,40.7, ,15.0,R,360.0,R,51.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/7/2022,127,0.23, ,0.00, ,674, ,5.6, ,56.5, ,34.9, ,47.7, ,76, ,35, ,49, ,29.6, ,10.8,Y,258.4,Y,51.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/8/2022,128,0.13,R,0.01, ,491, ,5.0, ,43.8,Y,27.9, ,35.6,Y,92, ,43, ,71,Y,27.1,Y,10.6,Y,254.3,Y,48.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/9/2022,129,0.11,R,0.02, ,470, ,4.7, ,42.3,Y,26.2, ,32.5,R,95, ,55, ,,R,,I,6.5, ,157.0, ,46.4,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/10/2022,130,0.11,R,0.00, ,506, ,4.6, ,42.9,Y,18.9,Y,32.0,R,98, ,49, ,,R,,I,5.2, ,125.4, ,45.4,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/11/2022,131,0.13, ,0.00, ,498, ,4.8, ,50.7, ,24.5,Y,37.2,Y,98, ,34, ,64,Y,26.1,Y,3.9, ,93.4, ,45.9,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/12/2022,132,0.17, ,0.00, ,537, ,4.7, ,57.3, ,20.2,Y,40.6, ,95, ,33, ,55, ,25.7, ,6.0, ,143.3, ,46.4,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/13/2022,133,0.22, ,0.00, ,689, ,6.1, ,67.4, ,20.7,Y,47.3, ,88, ,31, ,55, ,32.0, ,5.1, ,122.8, ,47.9,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/14/2022,134,0.23, ,0.00, ,677, ,7.9, ,76.8, ,29.1, ,54.5, ,95, ,27, ,55, ,38.6, ,3.5, ,82.8, ,50.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/15/2022,135,0.25, ,0.00, ,647, ,8.8, ,75.1, ,32.7, ,57.3, ,99, ,32, ,55, ,41.2, ,5.4, ,130.7, ,52.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/16/2022,136,0.23, ,0.00, ,611, ,7.0, ,72.0, ,33.2, ,54.2, ,98, ,25, ,49, ,35.3, ,5.5, ,130.9, ,53.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/17/2022,137,0.22, ,0.00, ,699, ,6.4, ,76.9, ,26.6, ,54.1, ,96, ,15, ,45, ,33.2, ,3.1, ,73.9, ,52.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/18/2022,138,0.24, ,0.00, ,674, ,7.9, ,80.0, ,32.4, ,58.1, ,96, ,23, ,48, ,38.4, ,4.1, ,98.5, ,53.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/19/2022,139,0.25, ,0.00, ,624, ,7.1, ,72.3, ,37.1, ,55.2, ,92, ,22, ,48, ,35.9, ,7.9, ,189.3, ,54.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/20/2022,140,0.24, ,0.00, ,710, ,3.7, ,56.0, ,26.4, ,43.6, ,70, ,25, ,38, ,19.9, ,11.5,R,276.9,R,53.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/21/2022,141,0.22, ,0.00, ,704, ,4.7, ,67.4, ,20.4,Y,48.3, ,94, ,17, ,41, ,25.5, ,4.1, ,98.5, ,52.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/22/2022,142,0.23, ,0.00, ,683, ,6.0, ,73.3, ,27.7, ,52.6, ,91, ,18, ,44, ,31.4, ,3.7, ,89.9, ,53.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/23/2022,143,0.23, ,0.00, ,688, ,6.4, ,74.4, ,29.8, ,55.0, ,93, ,22, ,43, ,33.1, ,3.9, ,93.2, ,53.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/24/2022,144,0.24, ,0.00, ,689, ,7.2, ,78.9, ,33.3, ,57.8, ,92, ,19, ,44, ,36.2, ,4.0, ,95.0, ,55.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/25/2022,145,0.25, ,0.00, ,676, ,9.3, ,82.3, ,35.2, ,61.6, ,94, ,25, ,50, ,42.6, ,4.1, ,98.5, ,55.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/26/2022,146,0.27, ,0.00, ,850,R,8.2, ,77.6, ,38.6, ,65.6, ,97, ,26, ,38, ,39.3, ,9.5,Y,227.1,Y,56.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/27/2022,147,0.25, ,0.00, ,608, ,7.2, ,71.9, ,31.2, ,54.0, ,90, ,31, ,50, ,35.9, ,8.0, ,193.0, ,55.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/28/2022,148,0.17, ,0.01, ,478, ,8.4, ,61.5, ,41.8, ,51.3, ,85, ,49, ,65, ,40.0, ,9.5,Y,228.8,Y,55.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/29/2022,149,0.21, ,0.00, ,642, ,5.7, ,60.7, ,33.6, ,49.0, ,85, ,25, ,48, ,30.4, ,6.6, ,159.6, ,53.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/30/2022,150,0.19, ,0.00, ,596, ,5.3, ,61.0, ,32.3, ,48.3, ,85, ,30, ,46, ,28.6, ,4.7, ,112.8, ,54.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,5/31/2022,151,0.24, ,0.00, ,720, ,5.8, ,66.8, ,26.1,Y,49.1, ,98, ,25, ,49, ,30.6, ,6.2, ,149.6, ,54.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/1/2022,152,0.24, ,0.00, ,694, ,6.7, ,76.7, ,27.6,Y,55.1, ,96, ,22, ,45, ,34.3, ,3.7, ,88.6, ,54.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/2/2022,153,0.21, ,0.00, ,515, ,8.2, ,74.8, ,37.8, ,56.3, ,89, ,30, ,53, ,39.3, ,5.7, ,137.5, ,55.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/3/2022,154,0.24, ,0.00, ,594, ,9.0, ,70.1, ,38.4, ,56.4, ,93, ,37, ,58, ,41.7, ,7.0, ,169.1, ,55.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/4/2022,155,0.18, ,0.00, ,473, ,8.5, ,62.3, ,47.8, ,54.4, ,88, ,48, ,59, ,40.3, ,9.6,Y,229.9,Y,56.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/5/2022,156,0.19, ,0.02, ,526, ,10.7, ,66.7, ,38.7, ,54.8, ,93, ,44, ,73, ,46.3, ,8.7,Y,207.8,Y,56.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/6/2022,157,0.25, ,0.00, ,736, ,7.1, ,73.8, ,30.6, ,54.4, ,100, ,21, ,49, ,35.9, ,4.4, ,104.7, ,55.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/7/2022,158,0.24, ,0.00, ,688, ,7.4, ,80.3, ,29.0,Y,57.0, ,96, ,18, ,46, ,36.7, ,3.7, ,87.8, ,56.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/8/2022,159,0.24, ,0.00, ,633, ,9.9, ,78.9, ,37.9, ,59.7, ,90, ,26, ,56, ,44.2, ,4.7, ,113.4, ,57.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/9/2022,160,0.24, ,0.00, ,656, ,11.9, ,83.2, ,39.2, ,63.7, ,99, ,32, ,59, ,49.2, ,3.8, ,91.7, ,58.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/10/2022,161,0.28, ,0.00, ,699, ,10.3, ,84.2, ,41.1, ,65.0, ,98, ,21, ,49, ,45.4, ,5.2, ,124.0, ,60.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/11/2022,162,0.31, ,0.00, ,682, ,11.0, ,80.3, ,40.6, ,65.7, ,92, ,30, ,51, ,47.2, ,8.3, ,199.5, ,60.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/12/2022,163,0.18, ,0.05, ,458, ,12.2, ,68.2, ,45.8, ,59.2, ,88, ,51, ,71, ,49.9, ,10.9,R,262.6,R,60.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/13/2022,164,0.20, ,0.00, ,622, ,6.8, ,63.5, ,36.5, ,50.8, ,96, ,22, ,54, ,34.6, ,5.4, ,129.4, ,58.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/14/2022,165,0.24, ,0.00, ,733, ,5.3, ,72.6, ,25.6,Y,52.7, ,95, ,17, ,39, ,28.7, ,4.4, ,105.2, ,57.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/15/2022,166,0.28, ,0.00, ,727, ,6.7, ,82.1, ,28.6,Y,59.1, ,94, ,20, ,39, ,34.3, ,4.9, ,116.7, ,57.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/16/2022,167,0.32, ,0.00, ,662, ,6.1, ,75.9, ,42.4, ,62.5, ,67, ,21, ,32, ,32.0, ,10.2,R,244.3,R,58.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/17/2022,168,0.28, ,0.00, ,720, ,4.2, ,62.2,Y,35.9, ,50.9,Y,74, ,17, ,33,Y,22.7,Y,9.2,Y,221.2,Y,57.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/18/2022,169,0.19, ,0.03, ,655, ,6.1, ,58.7,Y,26.7,Y,45.4,Y,90, ,40, ,59,Y,31.8,Y,5.7, ,135.8, ,55.7,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/19/2022,170,0.19,R,0.00, ,583, ,6.2, ,65.3, ,24.0,R,48.4,Y,98, ,31, ,54,Y,32.4,Y,4.3, ,103.2, ,55.0,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/20/2022,171,0.24, ,0.00, ,630, ,6.1, ,73.4, ,27.1,Y,54.0, ,93, ,22, ,43, ,32.0, ,6.4, ,153.4, ,55.9,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/21/2022,172,0.28, ,0.00, ,723, ,6.1, ,80.8, ,30.1,Y,59.9, ,89, ,14, ,35, ,31.8, ,5.6, ,133.8, ,57.4,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/22/2022,173,0.27, ,0.00, ,708, ,7.6, ,86.1, ,33.1, ,63.6, ,93, ,13, ,38, ,37.3, ,4.2, ,101.3, ,58.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/23/2022,174,0.13, ,0.05, ,344, ,10.9, ,78.4, ,45.3, ,62.2, ,92, ,33, ,57, ,46.8, ,4.1, ,98.0, ,60.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/24/2022,175,0.26, ,0.00, ,684, ,9.2, ,84.3, ,37.8, ,63.4, ,99, ,22, ,46, ,42.4, ,3.7, ,88.4, ,59.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/25/2022,176,0.24, ,0.00, ,533, ,9.6, ,87.2, ,39.5, ,63.0, ,96, ,19, ,49, ,43.5, ,6.2, ,148.8, ,60.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/26/2022,177,0.26, ,0.00, ,653, ,9.7, ,88.2, ,39.2, ,65.7, ,99, ,20, ,45, ,43.8, ,4.5, ,109.0, ,60.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/27/2022,178,0.31, ,0.00, ,721, ,7.3, ,87.1, ,36.3, ,64.9, ,94, ,16, ,35, ,36.4, ,6.4, ,154.7, ,60.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/28/2022,179,0.32, ,0.00, ,719, ,7.4, ,83.7, ,32.3,Y,63.0, ,86, ,22, ,37, ,36.7, ,7.2, ,172.0, ,60.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/29/2022,180,0.31, ,0.00, ,721, ,7.2, ,82.9, ,36.7, ,63.8, ,81, ,19, ,36, ,36.2, ,6.8, ,162.1, ,60.7, 
